s_winsize_sum,s_winsize_med,s_winsize_mean,s_winsize_std,d_winsize_mean,d_winsize_sum,d_winsize_med,s_bytes_sum,s_bytes_max,d_winsize_std,s_bytes_std,d_bytes_sum,s_bytes_mean,d_bytes_mean,s_winsize_min,d_winsize_min,d_bytes_std,d_ttl_sum,d_winsize_max,dur,d_bytes_max,s_iat_sum,d_iat_max,s_winsize_max,s_iat_max,d_iat_sum,s_iat_mean,d_load,syn_ack,s_load,d_iat_mean,d_ttl_mean,s_iat_std,d_ttl_max,d_ttl_med,d_ttl_min,tcp_rtt,d_iat_med,s_iat_med,d_bytes_med,d_iat_std,s_ttl_sum,ack_cnt,d_iat_min,d_port,s_port,s_pkt_cnt,d_pkt_cnt,s_bytes_med,ack_dat,psh_cnt,s_iat_min,s_bytes_min,s_ttl_min,s_ttl_max,s_ttl_med,d_bytes_min,s_ttl_mean,syn_cnt,fin_cnt,rst_cnt,d_ttl_std,ece_cnt,cwr_cnt,proto,pkt_depth,neg_f1_score,compute_cost,Timestamp
false,false,false,true,false,true,true,true,true,true,false,true,false,true,true,true,true,false,true,true,false,true,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,true,false,true,true,true,true,false,true,true,false,true,true,false,false,false,true,true,true,false,false,true,false,false,true,true,false,false,49,-0.9103623225253348,7087.0,65570
true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,false,false,false,false,true,false,false,true,true,false,false,true,true,false,false,false,false,false,false,26,-0.9103885378904645,4687.0,131070
true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,true,true,false,false,false,true,true,true,true,true,false,false,false,false,true,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,34,-0.9466247426050789,4611.0,196372
true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,false,true,true,true,false,true,true,true,true,false,true,true,false,false,false,true,false,false,false,true,true,true,true,false,false,true,true,true,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,8,-0.9331180007988245,1057.0,261222
true,true,true,true,false,true,true,true,true,false,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,false,true,false,true,false,true,true,true,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,20,-0.9229952961648256,3203.0,326394
true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,false,true,false,false,true,true,true,true,false,true,true,true,false,true,true,true,true,false,true,false,false,true,false,false,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,true,false,false,false,false,8,-0.8948554564834722,1196.0,390558
true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true,false,false,true,true,true,true,false,false,false,true,true,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,28,-0.9638865916860555,4023.0,456044
true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,false,false,true,true,false,true,true,true,false,true,false,true,true,true,false,false,true,true,false,true,true,false,true,false,false,false,true,false,true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,4,-0.9321676574715518,687.0,518845
true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,true,true,false,true,false,true,false,true,false,true,false,false,true,true,false,false,true,false,true,false,true,true,true,true,true,true,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,22,-0.9387340687840726,3429.0,583770
true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,false,true,true,true,false,false,true,false,true,false,true,true,false,true,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,22,-0.9323575830858356,3715.0,648746
false,false,true,true,false,true,false,true,false,false,true,false,false,false,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,false,false,true,false,false,false,true,false,false,true,false,true,true,false,false,true,false,true,true,false,true,true,false,true,false,false,false,true,true,true,false,false,false,true,false,false,32,-0.9310705225550792,3973.0,716297
false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,false,true,true,true,false,false,true,true,true,true,true,true,true,false,true,false,false,false,true,true,true,false,false,true,false,false,false,false,47,-0.9401145925658803,7607.0,787070
false,false,false,false,true,false,false,true,true,false,false,true,true,true,false,false,true,false,true,false,true,false,true,true,false,true,true,true,false,true,false,false,false,false,true,false,true,false,true,false,true,false,true,true,true,true,false,false,true,true,true,false,false,false,true,false,true,false,false,false,false,true,true,false,true,7,-0.9171164673941233,827.0,855202
true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,true,true,false,true,true,false,false,false,true,true,true,true,true,false,true,true,true,true,false,false,false,true,true,false,true,true,false,true,false,false,false,true,false,true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,12,-0.9615073650503145,1753.0,923771
false,true,false,false,true,false,false,false,true,true,false,true,false,false,true,true,false,true,false,false,true,false,true,true,true,true,true,true,true,false,false,true,false,true,true,false,true,false,false,true,false,true,false,true,false,true,false,false,true,true,false,true,true,true,false,false,false,false,true,false,true,true,false,false,true,14,-0.8784042706448021,1792.0,992124
false,false,true,false,true,false,true,true,false,true,false,false,false,true,false,false,true,false,true,true,false,false,true,false,false,false,true,false,true,true,false,true,false,true,false,false,true,false,true,true,true,true,false,false,true,false,true,true,true,true,false,false,true,true,false,false,false,false,true,true,false,false,true,true,true,1,-0.8250605616479761,127.0,1057905
false,true,true,true,true,false,false,false,false,false,false,false,false,false,true,false,true,false,true,true,true,false,false,false,false,false,true,true,false,false,true,true,true,true,false,false,true,false,false,true,true,false,true,true,true,true,true,false,true,false,true,false,false,true,true,false,false,false,false,true,false,false,true,false,false,2,-0.8923317496155382,305.0,1124733
true,true,false,true,false,true,true,false,true,true,false,false,false,true,false,false,false,true,false,true,false,true,false,false,false,false,true,true,false,false,false,true,true,true,true,false,true,true,false,true,true,false,false,true,true,false,true,true,false,false,true,true,true,true,false,true,false,false,true,true,true,true,true,false,false,1,-0.8250605616479761,135.0,1190148
false,true,false,true,true,true,true,false,true,true,false,false,false,true,false,false,false,false,true,true,false,false,false,true,false,false,true,false,false,false,false,false,true,true,true,false,false,false,false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,true,true,true,false,true,true,false,false,false,false,false,false,5,-0.9215036113208583,779.0,1257039
true,false,true,false,false,false,true,false,true,true,false,false,false,true,true,true,true,true,true,true,false,false,true,true,false,true,true,false,false,true,false,true,false,true,false,false,false,true,true,true,false,false,false,false,true,true,false,true,false,false,true,false,false,false,false,false,true,false,true,false,true,false,false,true,true,1,-0.8734918639447093,85.0,1323393
true,true,false,false,false,true,true,true,false,false,false,false,true,true,false,false,true,true,false,false,true,false,false,false,false,true,true,false,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,false,false,false,true,false,false,true,true,false,false,false,true,false,true,true,true,false,false,false,true,2,-0.8670176234166218,352.0,1389449
true,true,true,true,true,true,false,false,true,true,false,false,false,false,false,false,true,true,false,true,false,false,true,false,false,true,false,true,true,true,false,true,true,true,false,true,false,false,false,false,false,false,true,true,true,false,false,true,false,false,true,false,false,true,false,true,true,false,true,true,true,false,true,true,true,3,-0.9250002117819794,501.0,1457180
