s_winsize_sum,s_winsize_med,s_winsize_mean,s_winsize_std,d_winsize_mean,d_winsize_sum,d_winsize_med,s_bytes_sum,s_bytes_max,d_winsize_std,s_bytes_std,d_bytes_sum,s_bytes_mean,d_bytes_mean,s_winsize_min,d_winsize_min,d_bytes_std,d_ttl_sum,d_winsize_max,dur,d_bytes_max,s_iat_sum,d_iat_max,s_winsize_max,s_iat_max,d_iat_sum,s_iat_mean,d_load,syn_ack,s_load,d_iat_mean,d_ttl_mean,s_iat_std,d_ttl_max,d_ttl_med,d_ttl_min,tcp_rtt,d_iat_med,s_iat_med,d_bytes_med,d_iat_std,s_ttl_sum,ack_cnt,d_iat_min,d_port,s_port,s_pkt_cnt,d_pkt_cnt,s_bytes_med,ack_dat,psh_cnt,s_iat_min,s_bytes_min,s_ttl_min,s_ttl_max,s_ttl_med,d_bytes_min,s_ttl_mean,syn_cnt,fin_cnt,rst_cnt,d_ttl_std,ece_cnt,cwr_cnt,proto,pkt_depth,neg_f1_score,compute_cost,Timestamp
true,false,true,false,true,false,false,true,true,true,false,true,true,false,true,false,true,true,false,false,true,false,false,true,true,true,false,true,false,false,false,true,false,false,true,true,true,false,true,false,true,true,false,false,true,false,true,true,false,true,false,false,true,true,false,false,false,true,false,false,true,false,true,true,false,25,-0.9384469604462854,2849.0,64028
false,true,true,true,true,true,true,false,false,true,false,false,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,false,false,true,false,false,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,false,true,false,false,false,false,true,false,false,true,false,false,true,false,8,-0.9128290874505784,1033.0,129347
true,false,false,false,true,true,true,true,true,false,false,false,false,false,false,true,true,true,true,true,false,true,true,false,true,false,false,true,true,true,true,true,true,false,false,true,false,true,true,false,true,true,true,true,true,false,false,false,true,true,true,false,true,true,true,false,true,true,true,true,false,true,false,true,true,10,-0.9195321228157162,1381.0,195141
true,true,true,false,false,false,false,false,true,true,false,true,true,false,false,false,true,false,true,true,false,true,true,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,true,true,false,true,true,false,false,true,true,false,true,false,true,false,false,true,true,false,false,true,true,true,false,true,true,true,1,-0.5557775018082439,111.0,257159
false,false,false,false,true,true,false,true,false,true,true,true,false,false,false,true,true,false,true,true,true,false,false,true,true,true,false,true,true,true,true,false,false,false,true,true,false,true,true,true,false,false,true,true,true,false,true,true,true,true,false,true,false,false,false,false,false,false,true,true,false,true,true,false,true,2,-0.8562104078398256,249.0,319864
true,false,true,true,false,true,false,false,false,true,false,false,true,false,false,false,false,false,true,true,false,true,false,false,false,true,true,false,false,true,false,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,false,false,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,4,-0.945071557542117,682.0,382424
true,true,false,false,true,false,false,false,true,false,true,false,true,true,true,true,false,false,true,true,false,true,false,true,false,false,true,false,true,false,false,false,true,false,true,true,false,true,true,false,true,true,false,true,false,true,false,true,false,true,true,false,true,true,false,false,false,false,false,false,true,false,false,true,false,10,-0.9431046427494897,1299.0,447229
true,false,false,false,false,true,true,false,true,true,true,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,true,false,false,true,true,true,false,true,true,true,false,true,true,true,false,false,true,false,true,false,true,true,true,false,false,true,false,true,false,false,true,false,true,true,true,false,true,true,true,10,-0.9153088417358584,1385.0,512082
false,true,false,false,true,false,true,true,false,true,false,false,true,false,true,false,true,false,true,true,false,true,false,false,false,false,true,false,false,true,false,false,false,true,false,false,true,true,false,false,true,false,false,true,false,true,true,false,true,false,false,false,false,false,true,true,true,false,true,true,false,false,false,false,true,3,-0.9176286076707487,505.0,575002
false,false,true,true,true,false,false,true,false,true,true,false,true,true,true,true,true,true,false,true,true,false,true,true,false,false,true,false,false,true,false,true,false,true,true,false,true,false,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,false,false,false,true,true,false,false,32,-0.8993375942782142,5147.0,639422
false,true,false,false,true,true,true,true,true,false,false,true,true,true,true,true,true,true,false,false,false,true,true,true,false,false,false,false,false,true,true,false,true,true,true,false,true,false,true,true,true,true,true,false,false,true,true,true,false,true,false,true,false,true,false,false,false,false,false,true,true,true,false,true,false,33,-0.9352527651751062,4583.0,704084
true,false,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,false,true,false,false,true,true,true,true,false,true,false,true,true,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,false,true,true,true,false,false,false,false,true,false,false,true,10,-0.932742487332132,1275.0,768915
true,false,false,true,true,true,true,false,false,false,true,false,true,false,false,false,true,true,true,false,true,false,true,false,false,true,false,false,true,true,false,true,true,false,true,true,true,false,true,true,true,true,false,false,true,true,true,true,false,false,false,false,true,true,false,true,false,true,false,false,false,true,false,true,false,12,-0.9449008531552124,2087.0,834135
true,true,true,false,true,true,false,false,false,false,false,true,true,true,false,false,true,false,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,false,true,false,false,true,false,false,true,false,true,false,true,false,false,true,false,true,true,true,false,false,true,false,true,true,false,false,true,1,-0.8184482311811985,125.0,896215
false,false,true,true,true,true,false,false,true,true,false,true,false,true,true,true,true,true,false,false,false,true,false,false,true,false,false,false,false,false,true,true,false,true,true,true,false,true,true,false,false,false,true,true,true,false,false,true,true,true,true,false,false,false,true,true,true,false,false,false,false,false,true,false,true,6,-0.9388716645456405,904.0,960814
true,true,false,true,false,true,false,true,true,false,false,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,false,true,true,true,false,true,false,true,false,false,false,true,true,true,false,true,true,false,true,true,false,true,true,false,false,false,true,false,false,false,true,true,false,false,true,false,true,false,15,-0.9496757944282725,2079.0,1026609
true,false,false,true,true,true,true,false,false,false,true,false,false,false,true,false,true,false,true,true,true,true,false,true,true,false,true,false,true,false,false,false,false,false,false,true,false,true,true,true,false,false,true,false,true,false,true,false,true,false,true,true,false,true,false,false,false,true,false,false,false,true,true,true,true,11,-0.8967867696802924,1611.0,1090757
false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,false,true,true,true,true,false,false,false,false,false,true,true,false,true,false,false,false,true,false,false,true,true,false,true,false,false,false,false,true,true,true,false,false,false,true,false,true,false,true,false,false,false,false,false,true,false,true,false,30,-0.8790931776539523,4227.0,1155319
false,true,true,true,true,true,true,true,false,true,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,true,false,true,false,false,true,false,true,false,true,true,true,false,true,true,false,true,true,true,true,false,false,false,false,true,true,false,false,true,true,false,false,true,true,false,false,true,false,false,true,10,-0.92740653464271,1308.0,1219772
false,false,true,true,false,true,false,true,false,false,false,true,false,false,false,false,false,false,true,true,false,false,true,false,false,true,false,false,false,true,true,false,false,true,true,false,false,true,false,true,false,true,true,true,true,false,false,false,true,false,false,false,true,false,false,true,false,false,false,false,true,false,true,true,true,25,-0.9186610303183981,3143.0,1283927
false,true,true,true,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,true,true,true,false,true,true,false,true,false,false,false,false,false,true,false,true,false,false,false,true,false,false,false,false,false,false,true,false,true,false,false,true,true,true,true,false,false,true,false,true,true,true,false,false,true,false,3,-0.9299526658157912,426.0,1351295
