dur,proto,s_port,d_port,s_load,d_load,s_pkt_cnt,d_pkt_cnt,s_iat_mean,d_iat_mean,tcp_rtt,syn_ack,ack_dat,s_bytes_sum,d_bytes_sum,s_bytes_mean,d_bytes_mean,s_bytes_min,d_bytes_min,s_bytes_max,d_bytes_max,s_bytes_med,d_bytes_med,s_bytes_std,d_bytes_std,s_iat_sum,d_iat_sum,s_iat_min,d_iat_min,s_iat_max,d_iat_max,s_iat_med,d_iat_med,s_iat_std,d_iat_std,s_winsize_sum,d_winsize_sum,s_winsize_mean,d_winsize_mean,s_winsize_min,d_winsize_min,s_winsize_max,d_winsize_max,s_winsize_med,d_winsize_med,s_winsize_std,d_winsize_std,s_ttl_sum,d_ttl_sum,s_ttl_mean,d_ttl_mean,s_ttl_min,d_ttl_min,s_ttl_max,d_ttl_max,s_ttl_med,d_ttl_med,s_ttl_std,d_ttl_std,cwr_cnt,ece_cnt,urg_cnt,ack_cnt,psh_cnt,rst_cnt,syn_cnt,fin_cnt,pkt_depth,neg_f1_score,compute_cost,timestamp
false,true,true,true,true,true,false,true,true,true,false,false,true,true,false,true,false,true,false,true,false,true,true,true,false,false,false,true,true,true,false,true,true,true,true,true,false,false,false,true,false,true,true,false,false,false,true,false,false,true,true,true,false,false,false,true,false,false,true,false,false,false,false,true,false,true,true,9,-0.9609598643650638,1407.9999999999995,4339114
true,true,true,true,true,true,false,true,true,true,false,true,true,false,false,true,false,true,true,true,true,true,true,true,false,false,true,true,false,false,false,false,true,true,true,false,false,false,true,true,false,true,true,false,false,false,true,false,false,false,false,true,false,false,false,true,false,true,false,true,false,true,false,false,true,true,true,8,-0.8920441011236347,1126.9999999999995,4417393
true,true,false,false,true,false,false,true,true,true,false,false,true,false,false,false,false,true,true,true,false,true,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,true,false,true,false,true,false,false,true,true,true,false,true,true,false,true,true,false,true,1,-0.5557775018082439,143.0,4493387
true,false,false,true,true,true,false,true,true,false,true,true,true,false,false,false,false,true,true,true,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,true,true,false,false,true,true,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,true,20,-0.9201215620027989,2774.9999999999986,4572496
false,true,true,true,false,true,false,true,false,true,false,false,true,true,false,true,false,true,true,true,false,true,true,true,false,false,false,true,true,true,false,true,false,false,true,true,false,false,false,true,false,true,true,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,true,false,false,false,false,false,false,true,true,28,-0.9537190672028192,4130.999999999997,4651488
false,false,false,true,false,false,false,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,true,true,true,false,true,false,true,true,false,true,1,-0.8250605616479761,132.0,4727689
true,true,false,true,true,true,false,true,true,true,true,false,true,false,true,false,true,true,true,true,true,true,true,true,false,false,false,true,true,true,false,true,true,false,false,false,false,false,false,true,true,true,true,false,true,false,false,true,false,true,false,false,false,true,false,false,false,true,true,true,false,true,false,true,true,false,true,5,-0.934938528135059,914.9999999999997,4806485
true,true,true,true,true,true,false,true,true,true,false,false,true,false,false,false,false,false,true,true,true,false,true,true,false,false,false,false,true,true,false,false,true,true,true,false,false,true,false,false,true,true,true,false,false,false,false,false,false,true,false,true,false,false,false,true,false,true,false,true,false,false,false,true,true,false,true,22,-0.9312010700561816,3097.0,4886294
false,true,true,false,true,true,false,true,true,true,false,false,false,true,false,true,false,true,true,true,true,false,true,true,false,false,false,true,true,true,false,true,true,true,true,true,true,false,false,true,true,true,true,false,false,false,true,false,false,true,true,true,true,true,true,true,false,false,true,false,false,false,false,true,true,false,true,17,-0.8925135416533736,2670.9999999999995,4965970
false,false,true,true,true,true,false,true,true,true,false,false,true,true,true,false,false,true,false,true,false,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,false,false,false,true,false,true,true,false,false,false,true,true,false,true,true,true,false,false,false,true,false,false,true,true,false,false,false,true,true,true,true,4,-0.9528093027411547,712.9999999999998,5043236
true,false,false,true,false,false,false,true,false,true,true,false,true,true,true,false,false,false,true,true,true,true,true,true,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,true,false,false,true,true,false,false,false,false,false,true,true,false,true,false,true,true,true,true,false,true,false,true,true,false,true,21,-0.9063811727662886,3368.9999999999973,5120637
true,true,false,true,true,false,false,true,true,true,true,false,true,false,false,false,false,true,true,true,true,false,true,false,false,false,false,true,true,false,true,true,false,false,false,false,false,true,false,false,true,true,true,true,true,false,false,false,true,true,false,true,true,false,false,false,true,false,false,false,false,true,false,true,true,true,true,1,-0.8184482311811985,112.00000000000003,5194865
false,true,true,true,false,true,false,true,true,true,false,true,true,true,false,true,false,true,false,false,false,true,false,true,false,false,false,true,true,false,false,true,true,true,true,true,false,false,true,true,false,true,true,false,false,false,false,true,false,true,false,true,false,true,true,true,false,false,true,false,false,false,false,true,false,true,true,13,-0.9417119141633293,1751.9999999999998,5273809
