s_winsize_std,s_winsize_mean,s_winsize_sum,s_winsize_med,d_winsize_mean,d_winsize_sum,d_winsize_std,d_winsize_med,d_ttl_sum,s_bytes_sum,s_bytes_std,s_bytes_mean,d_winsize_min,s_bytes_max,d_bytes_sum,d_bytes_mean,d_bytes_std,dur,d_winsize_max,d_iat_max,s_iat_sum,s_winsize_min,d_iat_sum,s_iat_max,d_load,d_ttl_mean,d_ttl_min,d_ttl_max,s_iat_std,d_ttl_med,s_iat_mean,s_load,s_winsize_max,d_iat_mean,d_bytes_max,syn_ack,d_iat_med,tcp_rtt,ack_cnt,d_bytes_med,s_port,d_iat_std,s_iat_med,s_ttl_sum,d_iat_min,d_port,d_pkt_cnt,s_pkt_cnt,psh_cnt,ack_dat,s_iat_min,s_bytes_med,s_ttl_max,s_ttl_min,d_bytes_min,s_ttl_med,s_ttl_mean,s_bytes_min,fin_cnt,rst_cnt,syn_cnt,d_ttl_std,cwr_cnt,proto,s_ttl_std,ece_cnt,pkt_depth,neg_f1_score,compute_cost,Timestamp
true,true,true,false,true,true,false,false,true,false,false,true,true,false,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true,true,false,true,true,true,false,true,false,true,false,false,true,true,true,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,true,2,-0.9687145780666908,140.0,3349332
true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,false,false,false,true,false,false,true,false,true,false,false,false,false,false,false,false,false,false,4,-0.9773227086366645,280.0,3378977
true,true,true,true,true,true,true,true,true,false,false,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,false,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,4,-0.9259265527551517,260.0,3408300
true,false,true,true,true,false,false,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,1,-0.899375627629173,60.0,3438153
true,false,true,true,true,true,false,true,false,true,false,false,true,false,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,1,-0.899375627629173,69.0,3467418
true,false,true,true,true,true,false,true,false,false,false,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,false,false,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,false,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,true,1,-0.899375627629173,70.0,3496545
true,true,true,true,true,true,false,false,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,false,true,true,false,true,true,true,false,true,true,true,true,false,true,true,false,true,true,false,false,false,false,false,true,true,false,true,false,false,false,true,false,false,false,false,false,4,-0.9758001339930246,261.0,3526110
true,true,true,true,false,true,true,true,true,false,false,false,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,true,false,true,false,false,true,true,true,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,1,-0.899375627629173,70.0,3554993
true,true,true,false,false,true,false,true,true,true,false,true,true,false,false,true,true,false,false,true,true,true,true,false,false,false,true,true,false,true,true,true,true,true,true,false,false,false,false,false,true,true,false,true,true,true,true,false,true,true,false,false,false,true,true,true,true,false,true,false,true,false,true,true,false,true,8,-0.9326834505644518,453.0,3581104
true,true,true,true,true,true,false,true,true,false,true,false,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,7,-0.9591920261384361,501.0,3612357
false,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,1,-0.8878734630955583,60.0,3641206
true,false,true,true,true,false,false,false,true,true,false,true,true,false,true,true,true,false,false,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,2,-0.9719987012683523,110.0,3670870
true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,false,false,true,true,false,false,false,true,false,false,false,true,true,false,true,false,false,true,false,false,false,false,3,-0.9154156641674102,260.0,3701658
true,true,true,true,true,true,true,true,false,true,false,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,false,true,true,false,false,false,false,true,false,true,false,false,false,true,false,false,false,false,false,false,false,4,-0.9801385733097706,251.0,3731480
true,true,true,true,true,true,false,false,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,false,true,true,false,true,true,true,false,true,false,true,false,true,false,true,false,false,true,false,true,false,false,false,false,false,2,-0.9705078958600085,170.0,3760719
true,true,false,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,false,false,false,true,true,true,true,true,true,true,true,true,false,false,true,true,false,true,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,4,-0.9600369512749015,280.0,3790407
true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,false,true,false,true,true,true,false,true,true,false,true,false,true,true,true,true,true,true,true,true,true,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,4,-0.9667641277309528,260.0,3820367
true,true,true,true,false,true,false,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,1,-0.899375627629173,50.0,3850084
true,true,true,true,true,true,false,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,2,-0.9705078958600085,151.0,3879458
true,true,true,true,true,true,false,true,false,false,false,false,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,true,1,-0.899375627629173,60.0,3908255
true,true,true,true,true,true,true,true,false,true,false,true,true,false,true,true,true,true,false,true,false,false,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,false,false,false,false,false,true,false,true,false,false,false,false,false,true,false,false,true,4,-0.9597444967727181,280.0,3938419
true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,false,true,false,true,false,true,false,false,false,true,false,false,false,false,false,4,-0.9471007309495653,300.0,3968482
false,true,true,true,true,false,false,true,true,true,true,true,true,false,true,true,true,true,false,false,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,4,-0.9719397292452626,290.0,3998367
true,true,true,true,true,true,false,true,false,true,false,false,false,false,false,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,false,true,false,false,false,false,false,false,true,false,true,true,false,false,false,true,false,true,false,false,true,1,-0.6373977799016394,70.0,4027529
true,true,true,true,false,true,false,true,true,false,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,false,true,true,true,false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,1,-0.6373977799016394,60.0,4056115
false,true,true,true,true,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,1,-0.8116461130299847,60.0,4085351
true,false,true,true,true,true,false,false,true,true,false,true,true,true,false,false,true,true,true,true,true,true,true,false,true,true,true,false,true,true,false,true,true,true,true,false,true,true,true,true,false,true,true,true,true,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,7,-0.9421811752880968,350.0,4116830
true,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,false,false,false,true,true,false,false,false,false,false,true,false,false,false,false,false,true,true,5,-0.9422797532681751,381.0,4148727
true,true,true,true,false,true,false,true,true,true,false,false,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,1,-0.899375627629173,61.0,4178158
true,true,true,true,true,true,false,true,true,true,false,true,true,true,false,false,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,true,2,-0.9148250509684985,121.0,4208028
true,true,true,false,false,true,false,true,true,true,false,false,true,false,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,true,true,false,false,true,true,true,true,true,false,true,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,1,-0.899375627629173,51.0,4237055
true,true,true,true,true,true,false,true,false,false,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,false,true,true,false,true,true,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,4,-0.9033203138958477,270.0,4266821
false,true,true,false,true,true,false,true,false,true,false,true,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,-0.899375627629173,59.0,4296083
true,true,true,true,false,true,false,true,true,true,false,false,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,1,-0.899375627629173,89.0,4326031
true,false,true,false,true,true,true,true,false,true,false,false,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,false,true,false,true,true,true,true,true,true,false,true,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,4,-0.9706031697430234,259.0,4355597
true,true,true,true,false,true,false,false,true,false,false,false,true,true,true,true,true,true,false,true,true,false,true,false,true,false,true,false,true,false,true,true,true,true,false,true,true,false,true,false,true,true,true,true,true,true,true,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,1,-0.899375627629173,70.0,4384369
true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,false,false,false,false,true,true,false,true,true,true,false,true,false,false,true,false,false,2,-0.9705078958600085,131.0,4413798
true,true,true,true,true,true,false,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true,true,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,1,-0.7960531023770903,51.0,4443070
false,true,true,true,true,true,true,true,false,false,false,false,false,true,true,false,true,false,false,true,true,false,true,false,true,false,false,false,true,true,true,false,false,true,true,true,true,false,true,false,false,true,false,true,false,false,true,true,true,true,false,false,true,true,true,true,false,false,false,true,false,false,true,true,false,false,9,-0.8875762840927777,540.0,4469038
true,true,true,true,true,true,false,true,false,true,false,false,false,false,true,true,false,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,false,false,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,4,-0.9558232932683901,240.0,4499636
true,true,true,true,true,false,false,false,true,false,false,true,true,false,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,2,-0.9687145780666908,141.0,4528682
false,true,false,true,false,true,true,false,true,false,false,false,false,true,false,true,true,false,true,false,false,false,false,false,false,false,false,true,true,true,true,false,true,false,true,false,false,false,false,true,true,true,false,false,false,true,true,false,false,true,true,true,false,false,false,false,false,false,false,false,true,false,true,true,false,true,1,-0.899375627629173,60.0,4557714
true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,2,-0.8982128975903869,170.0,4586880
true,true,true,true,false,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,false,true,false,false,true,true,true,true,true,true,true,true,true,false,true,false,true,true,false,false,true,false,false,false,true,true,true,false,true,false,true,false,false,false,false,true,4,-0.9512357131050666,301.0,4616621
true,true,true,false,true,true,true,true,true,false,false,false,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,false,false,false,true,false,true,true,false,true,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,1,-0.7960531023770903,70.0,4645435
true,true,true,true,true,false,true,true,false,false,false,false,true,true,false,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,false,true,true,false,true,false,true,true,false,true,true,true,true,true,true,false,true,true,false,false,false,false,true,false,true,true,true,false,false,false,false,false,false,false,false,false,6,-0.9045521561997178,340.0,4676589
true,true,true,false,true,true,false,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,false,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,false,false,1,-0.899375627629173,69.0,4705705
true,false,true,true,true,false,false,true,true,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,true,2,-0.9710601455282306,130.0,4735079
true,true,true,true,true,true,false,false,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,1,-0.7960531023770903,51.0,4764068
true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true,true,true,false,true,true,false,true,true,true,true,false,false,true,true,false,true,true,false,false,false,false,false,false,false,true,false,false,2,-0.9718833225619955,190.0,4793347
true,true,true,true,true,true,false,true,true,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,false,true,true,true,true,false,true,true,false,false,true,false,true,false,true,true,true,true,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2,-0.9722487028308621,140.0,4822169
true,true,true,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true,true,true,true,false,true,true,true,true,false,true,false,true,true,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,1,-0.7773495914712586,51.0,4851936
true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,false,true,true,true,true,true,false,false,true,false,true,true,false,false,false,false,true,false,false,false,true,false,false,2,-0.9722487028308621,162.0,4881481
true,true,true,true,false,true,false,false,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,false,true,true,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,2,-0.9722487028308621,130.0,4911498
true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,false,false,false,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,1,-0.8116461130299847,60.0,4941330
true,false,false,false,false,true,false,true,true,true,false,false,true,false,false,true,false,false,true,false,true,true,true,false,true,true,false,false,false,true,true,false,false,false,false,false,false,false,true,false,true,true,false,true,true,true,true,false,false,true,true,false,false,false,false,false,false,false,true,false,true,true,true,false,false,true,1,-0.899375627629173,71.0,4970245
true,true,true,true,true,true,false,false,false,true,false,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,false,true,true,true,true,true,true,true,false,false,true,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,1,-0.8878734630955583,60.0,4999859
true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,true,true,false,true,false,false,true,false,true,false,true,false,false,true,false,false,false,false,false,false,4,-0.9551990308591255,239.0,5030795
true,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,true,false,true,false,false,false,true,true,true,true,true,true,false,true,false,false,false,false,false,true,true,true,true,false,true,true,true,false,false,true,false,true,true,true,false,true,false,true,2,-0.9054008056417115,120.0,5059557
true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,false,false,true,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,false,false,false,false,true,false,false,4,-0.9465084449674264,291.0,5089602
true,true,false,false,false,true,false,true,false,true,false,true,false,true,false,false,true,false,true,false,true,true,true,true,true,false,true,true,false,false,true,true,false,true,false,true,false,false,false,true,true,false,true,true,false,true,false,true,false,true,true,false,true,true,false,false,false,false,true,false,true,true,true,true,true,false,1,-0.899375627629173,61.0,5118304
false,false,true,false,true,false,true,false,true,false,true,true,true,true,true,false,false,false,true,false,true,true,true,false,false,true,false,true,false,true,true,false,true,true,true,true,false,true,true,false,false,false,true,true,false,true,false,false,true,true,true,false,true,true,true,true,true,true,false,false,true,true,true,true,true,false,4,-0.8859061721622737,309.0,5143498
true,true,true,true,true,true,false,true,true,true,false,false,false,false,true,true,true,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,false,false,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,false,false,true,1,-0.7960531023770903,90.0,5172193
true,true,true,true,false,true,false,true,true,true,false,false,true,false,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,false,true,true,true,false,true,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,1,-0.7960531023770903,51.0,5202102
true,false,true,true,false,true,false,true,false,true,false,true,false,true,true,true,false,true,false,true,true,true,true,false,true,true,true,true,true,true,false,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,true,true,false,false,true,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,5,-0.943523785865023,311.0,5233091
true,false,true,true,true,true,false,true,true,true,true,true,false,true,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,8,-0.9298129055458405,567.0,5264780
true,true,true,true,true,true,true,true,false,false,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,true,true,true,true,true,true,false,true,true,false,false,false,false,false,false,true,true,true,false,true,false,false,false,false,false,false,false,1,-0.6826720384340033,60.0,5295613
true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,false,true,false,true,false,false,false,false,false,true,false,false,false,1,-0.899375627629173,70.0,5325024
true,false,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,true,true,true,true,true,true,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,false,false,false,2,-0.9722487028308621,171.0,5355049
true,true,true,true,false,true,true,true,false,true,false,false,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,false,true,true,true,true,true,true,true,false,true,true,false,true,true,false,false,false,false,true,true,true,false,true,false,false,false,false,false,false,false,false,false,4,-0.9766417296494234,251.0,5384895
true,true,true,true,true,true,false,true,true,true,false,false,false,false,false,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,1,-0.6373977799016394,70.0,5414515
true,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2,-0.9702578942974988,160.0,5444467
true,true,true,true,true,true,false,true,true,false,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,false,false,false,false,false,true,true,false,true,false,false,false,false,true,false,false,false,false,4,-0.9219425810492413,268.0,5474583
true,false,true,false,true,true,false,true,true,true,false,false,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,1,-0.8878734630955583,70.0,5504010
true,true,true,true,true,true,false,true,true,true,false,false,true,false,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,1,-0.7960531023770903,60.0,5533602
true,false,true,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,false,true,true,true,true,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,4,-0.9516264325009286,240.0,5563648
true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,true,false,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,-0.9719987012683523,170.0,5593827
true,true,true,true,true,true,false,true,true,false,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,true,true,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,true,false,5,-0.9136201369413113,321.0,5625189
true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,true,true,true,false,true,true,true,false,false,true,false,false,false,true,true,false,false,false,false,false,false,true,true,true,true,false,true,false,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,1,-0.7960531023770903,71.0,5654628
true,false,true,true,false,false,false,true,true,false,false,false,false,true,true,true,false,true,false,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,1,-0.8878734630955583,60.0,5683422
true,true,true,false,false,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,false,false,false,true,false,true,false,false,false,false,true,false,false,false,false,false,false,false,1,-0.6373977799016394,70.0,5712454
false,true,true,true,true,true,false,false,false,false,false,true,true,false,false,true,false,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,false,true,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,1,-0.899375627629173,61.0,5741652
true,false,false,true,false,true,false,false,false,true,false,false,false,false,true,true,true,true,false,false,false,false,true,true,true,false,true,true,false,true,false,true,false,true,true,false,false,false,false,false,true,true,false,false,false,true,true,false,false,true,false,false,false,false,true,false,false,true,true,true,true,true,true,true,true,false,1,-0.8878734630955583,70.0,5770260
false,true,true,true,true,false,false,true,true,true,false,false,true,false,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false,false,true,true,true,true,true,false,true,true,true,false,true,false,false,false,false,true,true,false,false,true,false,false,false,false,false,false,false,true,1,-0.899375627629173,51.0,5799119
true,true,true,true,false,true,false,false,false,true,false,true,true,true,false,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,true,false,false,1,-0.899375627629173,70.0,5828419
true,false,true,true,false,true,false,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,false,false,true,true,true,false,true,false,true,true,true,true,true,false,false,true,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,1,-0.7773495914712586,51.0,5857825
false,true,false,true,true,false,false,false,true,false,true,false,false,true,false,false,false,true,true,false,true,false,false,true,false,false,true,false,false,false,true,true,true,true,false,false,false,true,true,false,false,true,false,false,true,true,true,true,false,true,false,true,true,false,true,false,true,true,true,true,true,true,false,false,true,false,10,-0.9280721643869116,551.0,5883637
true,true,true,true,true,true,false,true,true,false,false,false,true,false,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,1,-0.7892547919327572,60.0,5912676
