s_winsize_sum,s_winsize_med,s_winsize_mean,s_winsize_std,d_winsize_mean,d_winsize_sum,d_winsize_med,s_bytes_sum,s_bytes_max,d_winsize_std,s_bytes_std,d_bytes_sum,s_bytes_mean,d_bytes_mean,s_winsize_min,d_winsize_min,d_bytes_std,d_ttl_sum,d_winsize_max,dur,d_bytes_max,s_iat_sum,d_iat_max,s_winsize_max,s_iat_max,d_iat_sum,s_iat_mean,d_load,syn_ack,s_load,d_iat_mean,d_ttl_mean,s_iat_std,d_ttl_max,d_ttl_med,d_ttl_min,tcp_rtt,d_iat_med,s_iat_med,d_bytes_med,d_iat_std,s_ttl_sum,ack_cnt,d_iat_min,d_port,s_port,s_pkt_cnt,d_pkt_cnt,s_bytes_med,ack_dat,psh_cnt,s_iat_min,s_bytes_min,s_ttl_min,s_ttl_max,s_ttl_med,d_bytes_min,s_ttl_mean,syn_cnt,fin_cnt,rst_cnt,d_ttl_std,ece_cnt,cwr_cnt,proto,pkt_depth,neg_f1_score,compute_cost,Timestamp
true,false,true,true,true,false,true,false,false,false,true,false,false,false,false,false,true,false,false,true,false,true,true,false,true,false,false,true,true,false,false,true,false,false,true,true,false,true,false,false,true,true,true,false,false,false,false,false,false,true,true,false,true,false,true,true,false,true,false,false,true,true,false,false,true,5,-0.9166092231330217,2151.0,135317
true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,false,true,true,false,true,true,true,false,false,true,false,false,true,false,false,true,false,true,false,true,true,true,false,true,false,false,false,true,false,true,true,false,true,false,false,true,false,false,false,false,false,29,-0.9204970898648284,3297.0,201951
true,true,true,true,true,true,true,true,true,false,false,true,true,false,true,true,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,false,true,true,false,true,false,true,true,false,true,true,true,false,false,false,true,false,true,false,false,true,false,true,false,false,false,false,false,true,false,false,false,false,false,19,-0.9185643474900358,2897.0,265654
true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true,true,true,true,false,true,true,true,false,true,true,false,false,false,false,false,false,true,false,true,true,true,false,true,false,false,false,false,false,false,36,-0.938953029627098,5363.0,330714
true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,30,-0.934855828440078,5083.0,396508
true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,false,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false,36,-0.9302771455316917,5835.0,461531
true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,true,false,false,false,true,false,true,false,true,true,true,true,true,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,true,false,true,false,false,false,false,14,-0.8968457984848864,1951.0,523528
true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,false,true,true,false,true,false,false,true,true,false,true,true,true,true,false,true,true,false,true,true,false,false,false,true,true,false,false,false,true,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,33,-0.9128838165495458,4083.0,586627
true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,false,true,false,false,true,true,true,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,6,-0.9151745790678187,920.0,651781
true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true,false,true,true,true,true,true,true,true,true,false,false,false,true,false,true,true,true,true,false,false,true,false,true,true,true,true,false,true,true,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,24,-0.917886326990457,3005.0,717037
