eval_count,tr_idx,cont_length,disc_length,num_points,n_successes,n_failures,restarted_this_step
392,1,0.025,1,41,0,15,False
393,0,0.025,1,5,0,8,False
393,1,0.025,1,41,0,15,False
394,0,0.025,1,6,0,9,False
394,1,0.025,1,41,0,15,False
395,0,0.025,1,7,0,10,False
395,1,0.025,1,41,0,15,False
396,0,0.025,1,8,0,11,False
396,1,0.025,1,41,0,15,False
397,0,0.025,1,9,0,12,False
397,1,0.025,1,41,0,15,False
398,0,0.025,1,10,0,13,False
398,1,0.025,1,41,0,15,False
399,0,0.025,1,11,0,14,False
399,1,0.025,1,41,0,15,False
400,0,0.025,1,12,0,15,False
400,1,0.025,1,41,0,15,False
