Index,LastValue,BestValue,Time
0.0,2.1226680843469152,2.1226680843469152,17.600245714187622
1.0,2.309701583710596,2.1226680843469152,15.900755643844604
2.0,2.414184519712876,2.1226680843469152,15.983330488204956
3.0,2.362276135328182,2.1226680843469152,15.677884340286255
4.0,2.3097980056328518,2.1226680843469152,16.87211012840271
5.0,2.253651450061173,2.1226680843469152,17.09174656867981
6.0,2.363480879890853,2.1226680843469152,17.23733353614807
7.0,2.4668410698245284,2.1226680843469152,17.072036027908325
8.0,2.058961825600741,2.058961825600741,15.381651163101196
9.0,2.2357326250305523,2.058961825600741,15.42802381515503
10.0,2.058821651419883,2.058821651419883,13.155720233917236
11.0,2.196500003160821,2.058821651419883,16.651881456375122
12.0,2.3197280022543425,2.058821651419883,15.907819747924805
13.0,2.0186846201514412,2.0186846201514412,15.635413408279419
14.0,2.2003651186577717,2.0186846201514412,16.031503438949585
15.0,2.2378786394841788,2.0186846201514412,16.31141233444214
16.0,2.1418176323505618,2.0186846201514412,15.543699502944946
17.0,2.141817280920301,2.0186846201514412,16.257715702056885
18.0,2.118987623826155,2.0186846201514412,14.971816301345825
19.0,2.2571243673828407,2.0186846201514412,15.828404664993286
20.0,1.8912845671783778,1.8912845671783778,16.307748317718506
21.0,2.0019629166507413,1.8912845671783778,16.503042459487915
22.0,2.3635293078862927,1.8912845671783778,15.855672836303711
23.0,2.154418616048601,1.8912845671783778,16.339460611343384
24.0,2.0813193996010546,1.8912845671783778,16.188121795654297
25.0,2.315201337237375,1.8912845671783778,15.756574630737305
26.0,2.4057793178146962,1.8912845671783778,16.395113945007324
27.0,2.2698705868180067,1.8912845671783778,15.740729808807373
28.0,1.8969370530018559,1.8912845671783778,16.10539197921753
29.0,2.0456222590890762,1.8912845671783778,15.371537923812866
30.0,1.8209195261642255,1.8209195261642255,13.211029291152954
31.0,2.132708226665773,1.8209195261642255,16.093661546707153
32.0,1.8706121503313804,1.8209195261642255,15.216986179351807
33.0,1.577231523714088,1.577231523714088,15.836191892623901
34.0,1.8536549471343802,1.577231523714088,15.967803716659546
35.0,2.1075717729919123,1.577231523714088,16.294020652770996
36.0,1.8822718946890924,1.577231523714088,16.936837196350098
37.0,2.0710645344243286,1.577231523714088,15.868945360183716
38.0,1.664157027323469,1.577231523714088,16.864821910858154
39.0,2.2570296603779902,1.577231523714088,16.147299766540527
40.0,2.0186843638116008,1.577231523714088,19.750426530838013
41.0,2.0186843722963346,1.577231523714088,23.54053544998169
42.0,2.0050087870452846,1.577231523714088,22.764834880828857
43.0,2.2514888120306744,1.577231523714088,20.74638056755066
44.0,2.0415464428040937,1.577231523714088,18.53454065322876
45.0,1.6641565794472282,1.577231523714088,18.75868821144104
46.0,1.9193183884810507,1.577231523714088,18.79001235961914
47.0,1.397753719742406,1.397753719742406,21.306898832321167
48.0,1.566942206999015,1.397753719742406,19.845699548721313
49.0,1.650694744171997,1.397753719742406,21.406671285629272
50.0,1.7417403582080146,1.397753719742406,18.308182954788208
51.0,1.400721508937071,1.397753719742406,18.838351726531982
52.0,1.7025479606491893,1.397753719742406,19.45286989212036
53.0,1.0867380212536433,1.0867380212536433,18.850188732147217
54.0,1.6184910556515761,1.0867380212536433,20.67335033416748
55.0,1.8086863854243755,1.0867380212536433,18.9769926071167
56.0,1.8697737717621037,1.0867380212536433,18.323492527008057
57.0,1.4334454273903021,1.0867380212536433,18.690009832382202
58.0,0.955343665556742,0.955343665556742,19.002783060073853
59.0,1.3940808892492664,0.955343665556742,18.730391025543213
60.0,1.1865521763079028,0.955343665556742,20.692279815673828
61.0,1.3852652446972609,0.955343665556742,20.0239474773407
62.0,1.4785327146481408,0.955343665556742,18.571226835250854
63.0,1.5403398217274908,0.955343665556742,18.21763300895691
64.0,1.109638478098958,0.955343665556742,18.325971364974976
65.0,1.0400726945388368,0.955343665556742,20.77608013153076
66.0,1.3133661542054633,0.955343665556742,21.181068897247314
67.0,1.3444612824416713,0.955343665556742,18.389551162719727
68.0,0.9436402554592473,0.9436402554592473,18.538191080093384
69.0,1.3016027268219446,0.9436402554592473,18.50447654724121
70.0,1.6183989140493893,0.9436402554592473,21.11659026145935
71.0,1.4411805174711174,0.9436402554592473,20.748648643493652
72.0,1.4021154036812717,0.9436402554592473,21.039023876190186
73.0,1.4021146787752519,0.9436402554592473,20.250014543533325
74.0,1.2508731384994736,0.9436402554592473,18.352385997772217
75.0,1.4680330250443931,0.9436402554592473,20.799673557281494
76.0,1.3015690655734016,0.9436402554592473,21.3375027179718
77.0,1.582231423296242,0.9436402554592473,19.946504592895508
78.0,1.4255350395592299,0.9436402554592473,19.34790825843811
79.0,1.1473355964532437,0.9436402554592473,18.20832347869873
80.0,0.8732074694736384,0.8732074694736384,18.722303867340088
81.0,0.843445511171183,0.843445511171183,21.972405195236206
82.0,1.0304323368808155,0.843445511171183,20.525931119918823
83.0,1.3930975108307388,0.843445511171183,22.482752561569214
84.0,1.335131419620783,0.843445511171183,21.45567798614502
85.0,1.1342792176351488,0.843445511171183,19.279568195343018
86.0,1.0170594580225292,0.843445511171183,19.074541807174683
87.0,0.9864811360877319,0.843445511171183,21.049710750579834
88.0,0.6287146523187829,0.6287146523187829,21.287501096725464
89.0,1.040709594528732,0.6287146523187829,21.005908966064453
90.0,0.6994147863840594,0.6287146523187829,18.787626028060913
91.0,1.0340288005349376,0.6287146523187829,19.567534923553467
92.0,0.6403083877443616,0.6287146523187829,22.04679274559021
93.0,0.6117652929154183,0.6117652929154183,20.844090700149536
94.0,0.7845850141231172,0.6117652929154183,21.764782428741455
95.0,1.0926789438957751,0.6117652929154183,19.18574810028076
96.0,0.6357546536294868,0.6117652929154183,19.411447525024414
97.0,0.8377638701110673,0.6117652929154183,21.798147678375244
98.0,0.6225174514915774,0.6117652929154183,22.86439609527588
99.0,0.6123801453292285,0.6117652929154183,21.048859357833862
100.0,0.7868455269135064,0.6117652929154183,21.058204889297485
101.0,1.697088598463657,0.6117652929154183,21.512205362319946
102.0,1.6970516827686921,0.6117652929154183,19.071067333221436
103.0,0.9327541915253575,0.6117652929154183,21.96622109413147
104.0,0.5714631209039432,0.5714631209039432,22.166855812072754
105.0,0.7778658447751015,0.5714631209039432,21.003291368484497
106.0,0.559078451099524,0.559078451099524,20.50148320198059
107.0,0.7678315393722351,0.559078451099524,18.913906812667847
108.0,0.767974213348875,0.559078451099524,18.81699562072754
109.0,0.5556748007335366,0.5556748007335366,20.532213926315308
110.0,0.562038597280314,0.5556748007335366,22.772539377212524
111.0,1.0738280598497396,0.5556748007335366,21.48790693283081
112.0,0.9600742405989404,0.5556748007335366,20.447055101394653
113.0,0.558319777331935,0.5556748007335366,19.645514965057373
114.0,0.771973721815966,0.5556748007335366,22.283520698547363
115.0,0.794326251704536,0.5556748007335366,21.60322856903076
116.0,0.44131210542545557,0.44131210542545557,22.220680952072144
117.0,0.9027798459712142,0.44131210542545557,20.91813611984253
118.0,0.633344543224069,0.44131210542545557,23.393675088882446
119.0,0.4599889673895648,0.44131210542545557,22.094162225723267
120.0,0.9190714791935831,0.44131210542545557,21.711291313171387
121.0,0.4644969325788587,0.44131210542545557,21.52151918411255
122.0,0.3096185220007676,0.3096185220007676,22.049115419387817
123.0,0.36239630359619224,0.3096185220007676,22.88180184364319
124.0,0.17006796969848773,0.17006796969848773,22.981822729110718
125.0,0.533284588353705,0.17006796969848773,21.537320137023926
126.0,0.5585100876193909,0.17006796969848773,20.27253746986389
127.0,0.07750548065825422,0.07750548065825422,16.58562684059143
128.0,0.7782077634808663,0.07750548065825422,16.55834650993347
129.0,0.19669034417808923,0.07750548065825422,17.058615684509277
130.0,0.4281560046741611,0.07750548065825422,16.609336376190186
131.0,0.23912711889548194,0.07750548065825422,16.508925676345825
132.0,0.19423416800595172,0.07750548065825422,14.849735021591187
133.0,1.6159251533508445,0.07750548065825422,14.978197813034058
134.0,0.2552309617630924,0.07750548065825422,16.83617353439331
135.0,0.6011901957630937,0.07750548065825422,17.08163285255432
136.0,0.17155087481050632,0.07750548065825422,16.96908402442932
137.0,0.6551082953319344,0.07750548065825422,16.47387433052063
138.0,0.2450661909748319,0.07750548065825422,16.597062587738037
139.0,0.313441726316948,0.07750548065825422,15.971802949905396
140.0,0.17188842247282496,0.07750548065825422,17.110076904296875
141.0,0.17356179069359345,0.07750548065825422,17.587696075439453
142.0,0.0973941286297594,0.07750548065825422,17.58053493499756
143.0,0.8117840712989178,0.07750548065825422,16.93964433670044
144.0,0.0480307393449943,0.0480307393449943,17.424712657928467
145.0,1.1118463051956158,0.0480307393449943,17.712772607803345
146.0,0.39751301180005805,0.0480307393449943,26.186436891555786
147.0,0.1412374748687072,0.0480307393449943,18.88523554801941
148.0,0.20403748370239702,0.0480307393449943,20.845821142196655
149.0,0.5767128575183234,0.0480307393449943,25.770164966583252
150.0,0.24032417639011094,0.0480307393449943,19.331635236740112
151.0,0.18263991824823725,0.0480307393449943,19.16138005256653
152.0,0.5853006538443118,0.0480307393449943,19.507087469100952
153.0,0.13143628291861573,0.0480307393449943,21.12203335762024
154.0,0.7821881178941772,0.0480307393449943,18.97713303565979
155.0,1.2229751998456557,0.0480307393449943,18.9490966796875
156.0,0.6222540218017845,0.0480307393449943,18.758487224578857
157.0,0.16857172836975254,0.0480307393449943,19.117085695266724
158.0,0.13741273576706675,0.0480307393449943,18.822351932525635
159.0,0.0787458939011904,0.0480307393449943,19.407463788986206
160.0,0.07260397675971268,0.0480307393449943,18.04879665374756
161.0,1.4088206120609663,0.0480307393449943,19.095082998275757
162.0,1.3145781071482128,0.0480307393449943,17.808583974838257
163.0,1.423347365687473,0.0480307393449943,18.896955728530884
164.0,1.6860282474236903,0.0480307393449943,19.98124861717224
165.0,1.0913358456072668,0.0480307393449943,19.843682765960693
166.0,1.1061024572294613,0.0480307393449943,19.323041915893555
167.0,1.0830927529996275,0.0480307393449943,19.112852096557617
168.0,1.7582514934711544,0.0480307393449943,19.103172779083252
169.0,1.5124032511448682,0.0480307393449943,19.115201950073242
170.0,1.5128300237119867,0.0480307393449943,19.859071493148804
171.0,0.7781742236370964,0.0480307393449943,19.10868763923645
172.0,1.427701381607397,0.0480307393449943,20.457578420639038
173.0,1.5909553186244085,0.0480307393449943,19.053144693374634
