s_winsize_sum,s_winsize_med,s_winsize_mean,s_winsize_std,d_winsize_mean,d_winsize_sum,d_winsize_med,s_bytes_sum,s_bytes_max,d_winsize_std,s_bytes_std,d_bytes_sum,s_bytes_mean,d_bytes_mean,s_winsize_min,d_winsize_min,d_bytes_std,d_ttl_sum,d_winsize_max,dur,d_bytes_max,s_iat_sum,d_iat_max,s_winsize_max,s_iat_max,d_iat_sum,s_iat_mean,d_load,syn_ack,s_load,d_iat_mean,d_ttl_mean,s_iat_std,d_ttl_max,d_ttl_med,d_ttl_min,tcp_rtt,d_iat_med,s_iat_med,d_bytes_med,d_iat_std,s_ttl_sum,ack_cnt,d_iat_min,d_port,s_port,s_pkt_cnt,d_pkt_cnt,s_bytes_med,ack_dat,psh_cnt,s_iat_min,s_bytes_min,s_ttl_min,s_ttl_max,s_ttl_med,d_bytes_min,s_ttl_mean,syn_cnt,fin_cnt,rst_cnt,d_ttl_std,ece_cnt,cwr_cnt,proto,pkt_depth,neg_f1_score,compute_cost,Timestamp
false,false,true,false,false,true,false,false,false,true,false,false,false,true,true,false,true,true,false,true,true,false,false,false,false,true,false,false,true,false,false,true,false,false,true,true,true,false,true,true,true,true,false,true,true,false,true,false,false,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,21,-0.9148700563394317,2907.0,67045
false,false,true,false,true,false,true,true,false,false,true,false,false,true,false,false,false,true,true,false,true,true,true,false,false,false,false,true,true,false,true,true,true,true,true,true,false,true,false,false,true,true,false,true,false,true,false,false,false,false,false,true,false,false,false,true,true,true,false,true,true,false,true,true,false,10,-0.9076003848588455,1288.0,131182
true,false,true,true,false,true,false,false,false,true,true,true,true,false,false,false,true,false,true,true,true,true,true,false,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true,true,false,true,false,true,true,true,true,false,false,true,false,true,true,false,false,true,false,false,false,true,false,true,true,42,-0.9138378715791042,6167.0,197388
false,false,false,true,true,false,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,false,false,false,true,true,true,true,true,false,true,true,false,false,true,true,true,false,true,true,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,true,false,28,-0.8863167946762456,4009.0,262395
false,false,false,true,true,true,false,false,true,false,true,false,true,false,false,true,false,false,true,true,true,true,true,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,false,true,true,true,false,true,true,true,true,true,true,false,true,false,true,true,false,41,-0.9268030575587206,4975.0,327621
true,false,false,true,true,true,true,true,false,true,false,true,false,true,true,true,true,true,true,false,false,true,true,false,true,true,false,false,true,true,false,true,false,true,false,true,false,true,true,true,false,false,true,true,true,false,false,false,false,true,true,true,true,true,false,false,true,false,false,false,false,true,true,false,false,24,-0.9285572930269976,3479.0,392958
false,false,true,true,true,false,false,true,true,true,false,false,true,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,true,true,false,false,true,true,false,false,true,true,false,false,false,false,true,false,false,true,false,false,false,false,true,false,false,true,false,true,true,false,false,true,true,false,true,false,true,32,-0.9005086466276353,3761.0,456821
true,true,true,false,false,true,true,true,false,false,false,false,true,true,false,false,true,false,true,false,false,false,false,true,true,true,true,false,false,false,false,false,true,true,true,true,false,true,false,true,false,true,true,true,true,false,true,false,false,false,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,37,-0.9314208708961969,5571.0,521781
true,false,false,true,true,false,true,true,false,true,true,false,false,true,true,false,false,false,true,false,false,true,true,false,true,true,false,false,true,true,true,false,true,false,true,true,true,false,false,true,false,false,false,true,false,true,true,false,false,false,false,true,true,false,false,false,true,true,true,false,true,true,false,true,true,4,-0.9284315748570365,678.0,586013
false,false,false,false,true,true,false,true,false,true,true,true,false,true,false,true,true,true,true,true,false,true,true,true,false,true,false,true,false,true,true,false,true,true,true,false,true,true,false,false,false,true,false,true,false,false,false,true,true,true,true,false,false,true,false,false,false,true,false,true,true,false,false,true,false,9,-0.9179797887765385,1187.0,650832
